event_id,user_id,event_type,timestamp,sku_id,price_usd,recipient_id,platform,user_type
evt_0015181,usr_0466,app_open,2026-02-13 23:19:00,,,,ios,b2c
evt_0015597,usr_0475,app_open,2026-02-10 04:36:00,,,,web,b2c
evt_0022253,usr_0678,app_open,2026-03-22 13:00:00,,,,web,b2b
evt_0011872,usr_0368,product_view,2026-01-18 00:23:00,SKU020,38.0,,ios,b2c
evt_0002566,usr_0078,product_view,2026-01-31 16:44:00,SKU016,120.0,,ios,b2c
evt_0016003,usr_0489,app_open,2026-01-13 23:21:00,,,,web,b2c
evt_0008528,usr_0275,app_open,2026-02-22 18:07:00,,,,ios,b2c
evt_0011674,usr_0356,app_open,2026-01-23 00:28:00,,,,ios,b2c
evt_0008764,usr_0284,app_open,2026-02-11 23:40:00,,,,android,b2b
evt_0014416,usr_0444,app_open,2025-11-17 11:30:00,,,,android,b2b
evt_0015819,usr_0484,product_view,2025-11-09 19:10:00,SKU003,38.0,,android,b2c
evt_0004745,usr_0142,app_open,2026-01-12 10:23:00,,,,ios,b2c
evt_0001644,usr_0044,app_open,2026-02-20 18:45:00,,,,ios,b2c
evt_0004859,usr_0147,app_open,2026-02-27 20:08:00,,,,ios,b2b
evt_0010408,usr_0322,product_view,2025-11-20 17:43:00,SKU028,65.0,,android,b2b
evt_0023716,usr_0711,app_open,2025-11-09 15:16:00,,,,android,b2c
evt_0003844,usr_0108,app_open,2026-01-08 19:42:00,,,,ios,b2c
evt_0000423,usr_0010,product_view,2025-12-07 19:58:00,SKU018,78.0,,ios,b2b
evt_0011869,usr_0367,app_open,2026-02-13 17:24:00,,,,web,b2c
evt_0014800,usr_0457,purchase,2026-03-15 03:16:00,SKU018,78.0,,ios,b2c
evt_0002055,usr_0059,gift_send,2026-03-09 03:53:00,SKU012,48.0,rec_0186,ios,b2c
evt_0014776,usr_0457,product_view,2026-01-29 04:07:00,SKU018,78.0,,ios,b2c
evt_0024887,usr_0744,product_view,2026-03-27 12:36:00,SKU022,72.0,,ios,b2b
evt_0001087,usr_0026,gift_send,2026-03-08 16:50:00,SKU011,75.0,rec_0047,ios,b2c
evt_0011862,usr_0367,gift_send,2025-12-26 02:01:00,SKU027,58.0,rec_0282,web,b2c
evt_0025585,usr_0766,app_open,2025-12-24 00:50:00,,,,android,b2c
evt_0007497,usr_0238,app_open,2026-03-18 14:29:00,,,,android,b2c
evt_0021210,usr_0649,product_view,2026-03-14 22:14:00,SKU006,49.0,,ios,b2c
evt_0000196,usr_0004,product_view,2025-12-25 15:08:00,SKU001,65.0,,ios,b2c
evt_0003230,usr_0097,product_view,2025-11-19 19:25:00,SKU012,48.0,,ios,b2b
evt_0024287,usr_0725,add_to_cart,2025-11-03 02:43:00,SKU030,46.0,,android,b2c
evt_0009401,usr_0294,app_open,2026-03-12 10:08:00,,,,ios,b2c
evt_0011255,usr_0343,purchase,2025-12-31 09:54:00,SKU012,48.0,,ios,b2c
evt_0006750,usr_0209,app_open,2026-03-25 10:25:00,,,,ios,b2c
evt_0017651,usr_0534,app_open,2025-12-15 13:56:00,,,,android,b2b
evt_0010287,usr_0318,product_view,2026-01-22 11:45:00,SKU006,49.0,,ios,b2c
evt_0013740,usr_0429,gift_send,2025-10-23 12:58:00,SKU030,46.0,rec_0273,ios,b2c
evt_0004520,usr_0130,product_view,2026-02-02 08:58:00,SKU027,58.0,,ios,b2c
evt_0012263,usr_0382,app_open,2026-03-12 18:19:00,,,,android,b2c
evt_0023543,usr_0706,app_open,2026-02-16 20:05:00,,,,ios,b2c
evt_0020813,usr_0642,app_open,2026-03-16 10:05:00,,,,ios,b2c
evt_0002362,usr_0067,app_open,2025-12-11 11:36:00,,,,android,b2c
evt_0008517,usr_0275,app_open,2025-11-23 22:41:00,,,,ios,b2c
evt_0011482,usr_0353,product_view,2025-11-27 12:24:00,SKU022,72.0,,ios,b2c
evt_0019920,usr_0621,app_open,,,,,ios,b2c
evt_0012553,usr_0400,app_open,2025-11-26 02:32:00,,,,ios,b2b
evt_0018775,usr_0577,product_view,2026-03-17 21:06:00,SKU028,65.0,,web,b2c
evt_0017723,usr_0541,app_open,2026-01-07 12:04:00,,,,android,b2c
evt_0016381,usr_0499,product_view,2026-03-28 18:31:00,SKU001,65.0,,web,b2c
evt_0025067,usr_0748,app_open,2026-02-08 10:32:00,,,,web,b2c
evt_0017213,usr_0522,app_open,2026-03-24 19:25:00,,,,web,b2b
evt_0003820,usr_0107,app_open,2026-02-28 20:35:00,,,,android,b2c
evt_0003698,usr_0106,app_open,2025-12-02 15:58:00,,,,ios,b2b
evt_0015382,usr_0468,product_view,2026-03-04 04:24:00,SKU017,68.0,,ios,b2c
evt_0009119,usr_0290,purchase,2026-01-29 15:14:00,SKU001,65.0,,ios,b2b
evt_0003643,usr_0103,app_open,2026-02-11 11:37:00,,,,ios,b2c
evt_0021255,usr_0649,app_open,2026-01-04 06:11:00,,,,ios,b2c
evt_0000866,usr_0025,app_open,,,,,android,b2b
evt_0020371,usr_0632,app_open,2026-02-14 02:41:00,,,,ios,b2c
evt_0019085,usr_0584,product_view,2026-01-27 21:47:00,SKU012,48.0,,android,b2c
evt_0024096,usr_0716,product_view,2026-03-15 08:43:00,SKU025,89.0,,android,b2c
evt_0002209,usr_0065,app_open,2025-12-22 18:07:00,,,,android,b2c
evt_0018508,usr_0570,app_open,2025-10-07 14:25:00,,,,ios,b2b
evt_0021698,usr_0664,app_open,2026-01-13 11:53:00,,,,ios,b2b
evt_0011082,usr_0340,app_open,2026-02-04 19:06:00,,,,ios,b2b
evt_0005610,usr_0164,product_view,2025-12-17 09:12:00,SKU029,82.0,,ios,b2c
evt_0026160,usr_0789,app_open,2026-01-03 09:35:00,,,,web,b2c
evt_0023182,usr_0700,gift_send,2026-01-06 01:59:00,SKU030,46.0,rec_0053,android,b2c
evt_0024956,usr_0745,add_to_cart,2025-10-24 21:41:00,SKU028,65.0,,web,b2c
evt_0012825,usr_0415,app_open,2026-03-28 19:30:00,,,,ios,b2c
evt_0008574,usr_0278,app_open,2026-01-02 04:18:00,,,,android,b2c
evt_0019593,usr_0606,app_open,2026-01-01 19:06:00,,,,ios,b2b
evt_0021967,usr_0670,add_to_cart,2026-02-12 15:54:00,SKU001,65.0,,ios,b2c
evt_0015024,usr_0464,gift_send,2025-12-27 22:53:00,SKU021,44.0,rec_0169,web,b2c
evt_0002884,usr_0087,product_view,2026-03-15 03:58:00,SKU025,89.0,,android,b2c
evt_0020712,usr_0641,product_view,2026-03-28 11:33:00,SKU006,49.0,,ios,b2c
evt_0026018,usr_0785,add_to_cart,2025-12-28 02:40:00,SKU012,48.0,,web,b2c
evt_0005345,usr_0159,gift_send,2026-03-18 18:24:00,SKU002,45.0,rec_0035,android,b2b
evt_0021086,usr_0647,gift_send,2026-03-16 01:40:00,SKU011,75.0,rec_0053,android,b2b
evt_0008857,usr_0285,app_open,2026-02-24 15:16:00,,,,ios,b2c
evt_0026264,usr_0790,product_view,,SKU008,55.0,,ios,b2c
evt_0010855,usr_0332,add_to_cart,2026-02-17 04:55:00,SKU019,55.0,,ios,b2c
evt_0000250,usr_0004,purchase,2025-11-04 11:33:00,SKU001,65.0,,ios,b2c
evt_0017012,usr_0521,app_open,2026-02-01 20:35:00,,,,ios,b2c
evt_0012064,usr_0372,app_open,2025-10-30 21:39:00,,,,ios,b2c
evt_0009192,usr_0291,app_open,2026-03-27 16:44:00,,,,ios,b2c
evt_0011253,usr_0343,app_open,2025-11-19 23:54:00,,,,ios,b2c
evt_0014381,usr_0441,app_open,2025-12-27 08:13:00,,,,web,b2b
evt_0010239,usr_0318,product_view,2026-03-30 22:17:00,SKU006,49.0,,ios,b2c
evt_0003197,usr_0093,app_open,2026-01-26 19:38:00,,,,android,b2c
evt_0003942,usr_0108,app_open,2026-01-23 08:01:00,,,,ios,b2c
evt_0005068,usr_0153,gift_send,2026-01-18 12:54:00,SKU004,55.0,rec_0242,ios,b2b
evt_0013676,usr_0428,add_to_cart,2025-11-27 05:08:00,SKU028,65.0,,ios,b2b
evt_0012036,usr_0372,purchase,2026-01-05 13:42:00,SKU018,78.0,,ios,b2c
evt_0018057,usr_0555,add_to_cart,2026-02-19 15:09:00,SKU030,46.0,,ios,b2b
evt_0006835,usr_0211,app_open,2026-02-03 18:25:00,,,,android,b2b
evt_0006178,usr_0188,app_open,2026-01-15 06:52:00,,,,android,b2c
evt_0024457,usr_0730,add_to_cart,2026-03-13 07:14:00,SKU014,40.0,,ios,b2c
evt_0025708,usr_0769,app_open,2026-03-02 11:08:00,,,,android,b2c
evt_0010658,usr_0327,add_to_cart,,SKU006,49.0,,android,b2c
evt_0005407,usr_0162,product_view,2026-03-22 04:16:00,SKU023,35.0,,android,b2c
evt_0014449,usr_0446,add_to_cart,2026-03-29 09:59:00,SKU010,95.0,,web,b2c
evt_0017167,usr_0522,purchase,2026-03-29 21:02:00,SKU010,95.0,,web,b2b
evt_0024339,usr_0726,product_view,2025-10-25 15:15:00,SKU004,55.0,,ios,b2c
evt_0026046,usr_0786,app_open,2025-10-09 14:13:00,,,,android,b2c
evt_0005554,usr_0163,add_to_cart,2026-03-21 05:24:00,SKU012,48.0,,android,b2c
evt_0026159,usr_0789,app_open,2026-01-31 22:47:00,,,,web,b2c
evt_0011342,usr_0344,product_view,2025-12-07 11:55:00,SKU004,55.0,,ios,b2c
evt_0020400,usr_0633,product_view,2026-03-30 06:11:00,SKU006,49.0,,android,b2c
evt_0014681,usr_0452,purchase,2026-03-09 02:03:00,SKU012,48.0,,ios,b2c
evt_0008200,usr_0269,product_view,2026-03-27 01:27:00,SKU026,48.0,,ios,b2c
evt_0002813,usr_0086,product_view,2025-11-06 08:14:00,SKU003,38.0,,android,b2c
evt_0013982,usr_0433,app_open,2026-03-12 18:17:00,,,,ios,b2c
evt_0018699,usr_0575,app_open,2026-01-07 05:02:00,,,,web,b2b
evt_0009527,usr_0298,app_open,2025-11-23 12:13:00,,,,android,b2b
evt_0001113,usr_0027,app_open,2025-11-05 03:07:00,,,,ios,b2c
evt_0006925,usr_0214,product_view,2026-03-08 07:26:00,SKU011,75.0,,android,b2c
evt_0022533,usr_0684,app_open,2026-02-13 06:26:00,,,,web,b2c
evt_0022965,usr_0693,app_open,2026-03-01 17:14:00,,,,ios,b2c
evt_0014004,usr_0433,product_view,2025-10-28 10:37:00,SKU001,65.0,,ios,b2c
evt_0015894,usr_0485,gift_send,2026-03-30 13:35:00,SKU013,32.0,rec_0173,web,b2c
evt_0009251,usr_0291,app_open,2026-03-24 04:39:00,,,,ios,b2c
evt_0001190,usr_0028,app_open,2025-11-14 17:47:00,,,,android,b2b
evt_0017526,usr_0530,app_open,2025-10-06 02:51:00,,,,android,b2c
evt_0018671,usr_0575,product_view,2025-11-30 10:09:00,SKU030,-1.0,,web,b2b
evt_0013190,usr_0421,app_open,2026-03-19 00:31:00,,,,android,b2c
evt_0015079,usr_0464,product_view,2025-11-12 10:01:00,SKU030,46.0,,web,b2c
evt_0012090,usr_0376,purchase,2026-03-23 13:48:00,SKU007,85.0,,android,b2b
evt_0023489,usr_0706,purchase,2026-03-15 07:31:00,SKU022,72.0,,ios,b2c
evt_0021801,usr_0667,app_open,2026-01-25 16:50:00,,,,ios,b2c
evt_0026305,usr_0791,app_open,2026-02-26 08:34:00,,,,android,b2b
evt_0011075,usr_0340,app_open,2026-03-04 09:23:00,,,,ios,b2b
evt_0012761,usr_0410,purchase,2026-01-03 00:38:00,SKU002,45.0,,ios,b2c
evt_0016094,usr_0495,gift_send,2026-03-10 11:51:00,SKU021,44.0,rec_0170,ios,b2c
evt_0009841,usr_0304,purchase,2025-11-24 04:52:00,SKU021,44.0,,android,b2b
evt_0002359,usr_0067,product_view,,SKU021,44.0,,android,b2c
evt_0017694,usr_0540,product_view,2025-12-08 11:40:00,SKU030,46.0,,web,b2c
evt_0013875,usr_0430,product_view,2026-03-28 21:19:00,SKU023,35.0,,ios,b2b
evt_0009575,usr_0298,add_to_cart,2026-01-06 03:37:00,SKU002,45.0,,android,b2b
evt_0024350,usr_0727,product_view,2026-02-06 00:37:00,SKU021,44.0,,android,b2c
evt_0006440,usr_0198,app_open,2025-10-27 16:07:00,,,,web,b2b
evt_0010784,usr_0330,app_open,2026-03-14 13:23:00,,,,ios,b2b
evt_0015437,usr_0471,product_view,2025-10-03 08:49:00,SKU005,42.0,,web,b2b
evt_0014756,usr_0456,product_view,2026-02-06 16:08:00,SKU006,49.0,,ios,b2c
evt_0015134,usr_0465,product_view,2026-03-13 23:07:00,SKU019,55.0,,ios,b2c
evt_0005934,usr_0181,product_view,2026-02-15 15:52:00,SKU012,48.0,,ios,b2b
evt_0012983,usr_0418,purchase,2026-03-24 04:20:00,SKU018,78.0,,android,b2c
evt_0004546,usr_0133,product_view,2025-12-22 00:40:00,SKU027,58.0,,ios,b2c
evt_0008354,usr_0274,product_view,2026-01-06 14:25:00,SKU012,48.0,,ios,b2b
evt_0004168,usr_0116,app_open,2025-11-08 14:12:00,,,,android,b2c
evt_0018996,usr_0580,app_open,2026-02-13 13:53:00,,,,ios,b2c
evt_0000640,usr_0015,product_view,2025-11-18 17:38:00,SKU030,46.0,,ios,b2c
evt_0006887,usr_0213,app_open,2026-02-06 12:45:00,,,,ios,b2c
evt_0007667,usr_0243,app_open,2025-12-01 19:58:00,,,,ios,b2c
evt_0022174,usr_0677,purchase,2025-10-14 14:54:00,SKU014,40.0,,ios,b2b
evt_0009512,usr_0298,app_open,2025-11-10 23:56:00,,,,android,b2b
evt_0024675,usr_0736,app_open,2026-03-27 03:07:00,,,,ios,b2c
evt_0010670,usr_0327,app_open,2026-02-23 04:07:00,,,,android,b2c
evt_0015729,usr_0484,app_open,2026-01-11 16:28:00,,,,android,b2c
evt_0005711,usr_0173,add_to_cart,2026-01-16 20:34:00,SKU020,38.0,,ios,b2c
evt_0011206,usr_0341,purchase,2026-01-07 19:28:00,SKU028,65.0,,ios,b2c
evt_0026303,usr_0791,app_open,2026-01-28 23:38:00,,,,android,b2b
evt_0024710,usr_0736,product_view,2026-03-09 07:31:00,SKU006,49.0,,ios,b2c
evt_0020343,usr_0632,product_view,2025-11-01 12:04:00,SKU001,65.0,,ios,b2c
evt_0018053,usr_0555,app_open,2026-02-15 11:06:00,,,,ios,b2b
evt_0021132,usr_0648,add_to_cart,2026-02-15 16:48:00,SKU005,42.0,,android,b2b
evt_0016224,usr_0496,product_view,2026-03-29 15:17:00,SKU017,68.0,,android,b2c
evt_0022018,usr_0672,app_open,2026-03-26 05:55:00,,,,ios,b2b
evt_0011436,usr_0352,app_open,2026-01-23 06:58:00,,,,android,b2c
evt_0009284,usr_0291,add_to_cart,2026-03-23 11:31:00,SKU030,46.0,,ios,b2c
evt_0024528,usr_0731,purchase,2025-10-09 21:16:00,SKU018,78.0,,android,b2c
evt_0009222,usr_0291,product_view,2026-03-25 10:33:00,SKU013,32.0,,ios,b2c
evt_0023107,usr_0695,product_view,2026-02-22 14:18:00,SKU023,35.0,,android,b2c
evt_0013270,usr_0422,app_open,2026-03-20 19:42:00,,,,ios,b2c
evt_0017538,usr_0533,product_view,2026-03-02 16:34:00,SKU019,55.0,,android,b2b
evt_0008935,usr_0285,app_open,2026-03-23 07:44:00,,,,ios,b2c
evt_0006700,usr_0209,app_open,2026-03-25 09:47:00,,,,ios,b2c
evt_0014848,usr_0457,add_to_cart,2026-02-28 01:45:00,SKU018,78.0,,ios,b2c
evt_0005561,usr_0163,app_open,2026-03-15 05:06:00,,,,android,b2c
evt_0018112,usr_0556,app_open,2025-10-31 22:25:00,,,,ios,b2b
evt_0011472,usr_0353,app_open,2026-03-09 01:34:00,,,,ios,b2c
evt_0016320,usr_0498,app_open,2026-03-20 17:59:00,,,,web,b2c
evt_0023497,usr_0706,product_view,2026-02-04 00:32:00,SKU015,52.0,,ios,b2c
evt_0015362,usr_0468,app_open,2026-02-28 14:16:00,,,,ios,b2c
evt_0011686,usr_0357,app_open,2025-11-21 07:56:00,,,,android,b2b
evt_0020317,usr_0631,add_to_cart,2025-10-20 22:41:00,SKU022,72.0,,web,b2c
evt_0014920,usr_0461,app_open,2026-02-14 10:28:00,,,,android,b2b
evt_0009050,usr_0288,app_open,2026-03-16 21:09:00,,,,ios,b2b
evt_0012296,usr_0386,app_open,2026-03-23 21:28:00,,,,ios,b2c
evt_0026238,usr_0789,app_open,,,,,web,b2c
evt_0022631,usr_0686,app_open,2026-02-13 13:02:00,,,,android,b2c
evt_0015429,usr_0470,app_open,2025-12-22 20:54:00,,,,ios,b2c
evt_0013836,usr_0430,app_open,2026-01-15 19:00:00,,,,ios,b2b
evt_0017944,usr_0551,app_open,2025-11-17 02:47:00,,,,web,b2c
evt_0006108,usr_0188,app_open,2026-02-22 22:37:00,,,,android,b2c
evt_0025330,usr_0759,app_open,2026-03-17 22:34:00,,,,android,b2b
evt_0023169,usr_0700,app_open,2025-12-14 09:42:00,,,,android,b2c
evt_0013286,usr_0422,product_view,2026-03-08 05:18:00,SKU020,38.0,,ios,b2c
evt_0019747,usr_0616,app_open,2026-01-30 16:24:00,,,,ios,b2c
evt_0003662,usr_0105,add_to_cart,2026-01-12 00:59:00,SKU009,60.0,,ios,b2b
evt_0019048,usr_0582,product_view,2025-11-16 03:39:00,SKU020,38.0,,ios,b2b
evt_0001457,usr_0039,app_open,2026-02-28 14:30:00,,,,ios,b2c
evt_0021337,usr_0652,app_open,2025-12-31 23:10:00,,,,android,b2b
evt_0009534,usr_0298,add_to_cart,2026-02-19 11:49:00,SKU002,45.0,,android,b2b
evt_0008492,usr_0275,app_open,2025-12-23 18:07:00,,,,ios,b2c
evt_0004400,usr_0122,product_view,,SKU001,65.0,,ios,b2b
evt_0019535,usr_0604,app_open,2025-12-06 22:31:00,,,,ios,b2c
evt_0017840,usr_0545,purchase,2026-01-26 04:59:00,SKU030,46.0,,ios,b2c
evt_0013540,usr_0424,product_view,2025-12-05 05:12:00,SKU005,42.0,,ios,b2c
evt_0010228,usr_0318,app_open,2025-10-16 22:39:00,,,,ios,b2c
evt_0017379,usr_0528,purchase,2026-03-11 00:36:00,SKU010,95.0,,ios,b2c
evt_0012431,usr_0392,product_view,2025-11-12 01:59:00,SKU019,55.0,,ios,b2c
evt_0008184,usr_0269,product_view,2026-02-28 19:49:00,SKU013,32.0,,ios,b2c
evt_0007589,usr_0241,product_view,2025-10-13 23:31:00,SKU006,49.0,,web,b2b
